km,Engine Displacement,Max Power,No of Cylinder,Mileage,price (lakh),Insurance_Encoded,modelyear_Encoded,owner_Encoded,cylinder_Encoded,oem_Encoded,bt_Encoded,model_Encoded,variantName_Encoded,engine_Encoded,city_Encoded,color_Encoded,seats_Encoded,streeingtype_Encoded,drivetype_Encoded,ft_Encoded,transmission_Encoded,Length,Width,Wheel Base,Cargo Volumn
54700,1968,174.33,4.0,15.73,19.9,1.0,21.0,4.0,3,0,7,7,693,385,1,119,3,4,4,1,0,4388,2019,2603,460
27000,998,118.41,3.0,20.28,10.9,1.0,26.0,4.0,2,9,2,90,860,20,1,50,3,1,6,4,0,3995,1775,2580,311
63000,936,57.6,3.0,25.44,3.5,1.0,18.0,3.0,2,2,2,27,1026,368,1,119,3,4,6,1,1,3640,1595,2375,170
65000,1995,190.0,4.0,20.68,33.75,2.0,24.0,4.0,3,1,7,20,2143,236,1,9,3,4,4,1,0,4439,2060,2670,420
81000,2967,241.38,6.0,14.57,9.95,1.0,18.0,1.0,5,0,8,4,645,431,1,50,3,4,4,1,0,4915,2086,2912,530
94000,2987,254.8,6.0,11.3,24.8,1.0,19.0,3.0,5,21,7,203,703,431,1,8,5,4,4,1,0,5120,2141,3075,680
11000,1353,138.05,4.0,16.5,19.5,2.0,27.0,4.0,3,13,4,105,1306,372,1,8,5,4,0,4,0,4540,1800,2780,211
12901,999,113.98,3.0,18.12,16.21,2.0,27.0,4.0,2,31,8,306,1719,23,1,119,3,1,6,4,0,4561,1752,2651,521
29708,1198,76.43,3.0,19.59,4.71,1.0,24.0,4.0,2,4,2,37,1681,338,1,98,3,4,6,4,0,3788,1636,2450,265
22186,1498,108.49,4.0,14.85,16.9,1.0,26.0,4.0,3,16,7,119,1597,452,1,102,3,1,6,4,0,4323,1809,2585,418
71413,1198,67.05,3.0,19.02,3.96,2.0,24.0,4.0,2,4,4,38,777,339,1,78,5,1,6,4,1,3995,1636,2450,347
50046,1197,80.0,4.0,17.0,3.01,1.0,16.0,2.0,3,9,2,90,150,278,1,102,3,4,6,4,1,3940,1710,2525,295
57600,1353,138.0,4.0,16.2,14.9,1.0,24.0,4.0,3,13,7,107,1161,278,1,119,3,4,0,4,0,4315,1800,2610,433
46116,1198,67.0,3.0,19.83,3.93,2.0,24.0,3.0,2,4,2,37,1685,339,1,78,3,4,6,4,1,3788,1636,2450,265
11700,1984,187.74,4.0,17.0,26.8,1.0,25.0,4.0,3,0,7,6,1414,113,1,119,3,4,4,4,0,4318,1805,2593,335
24602,1956,167.67,4.0,14.08,18.91,1.0,26.0,4.0,3,29,7,264,1995,321,1,9,4,4,6,1,0,4661,1894,2741,73
81454,999,75.0,3.0,18.78,5.55,1.0,23.0,4.0,2,31,2,300,11,332,1,98,3,4,6,4,1,3971,1682,2469,280
6000,1998,254.79,4.0,16.13,60.0,2.0,27.0,4.0,3,1,8,14,686,408,1,119,3,4,8,4,0,4824,1811,2810,480
37655,1497,121.36,3.0,14.8,9.9,1.0,24.0,4.0,2,6,7,50,291,396,1,9,3,4,6,4,0,3998,1765,2519,352
73000,1968,174.33,4.0,17.11,13.9,2.0,18.0,3.0,3,0,8,3,691,381,1,8,3,4,6,1,0,4701,2040,2808,480
15100,1598,103.5,4.0,16.09,8.5,1.0,22.0,4.0,3,31,8,305,389,332,1,5,3,4,6,4,1,4390,1699,2553,494
70000,1968,181.0,4.0,15.17,24.25,2.0,21.0,3.0,3,0,7,7,694,385,1,102,3,4,4,1,0,4388,1831,2603,460
75000,1968,181.0,4.0,15.17,23.5,2.0,21.0,3.0,3,0,7,7,693,385,1,119,3,4,4,1,0,4388,1831,2603,460
15000,1984,187.74,4.0,17.0,44.0,1.0,27.0,5.0,3,0,7,7,1707,183,1,9,3,4,4,4,0,4482,1849,2680,530
23700,998,118.36,3.0,18.2,10.5,1.0,25.0,4.0,2,13,7,108,1209,369,1,50,3,1,6,4,1,3995,1790,2500,392
7087,999,98.63,3.0,20.5,9.72,1.0,27.0,5.0,2,27,7,239,1474,25,1,102,3,1,6,4,1,3991,1750,2500,405
40000,1197,81.86,4.0,20.7,7.25,2.0,25.0,4.0,3,9,2,78,850,35,1,8,3,1,6,4,1,3805,1680,2450,267
58155,799,53.3,3.0,25.17,3.16,1.0,21.0,3.0,2,27,2,238,1457,344,1,102,3,4,6,4,1,3679,1579,2422,300
30015,1497,121.36,3.0,14.8,8.6,1.0,25.0,2.0,2,6,7,50,291,396,1,119,3,4,6,4,0,3998,1765,2519,352
5239,1197,81.86,4.0,20.1,8.9,1.0,27.0,4.0,3,9,8,72,1579,45,1,98,3,1,6,4,0,3995,1680,2450,461
62606,1197,78.9,4.0,20.36,2.51,1.0,16.0,3.0,3,9,2,89,1333,319,1,102,3,4,6,4,1,3585,1595,2380,267
65287,1199,84.0,3.0,23.84,4.33,1.0,22.0,4.0,2,29,2,273,129,355,1,102,3,4,6,4,1,3746,1647,2400,242
12000,1968,143.0,4.0,20.38,32.0,2.0,24.0,3.0,3,0,8,1,690,381,1,50,3,4,6,1,0,4458,1796,2637,425
50267,1248,88.5,4.0,28.09,7.15,2.0,23.0,4.0,3,20,8,163,1013,213,1,102,3,4,6,1,0,4490,1730,2650,510
87277,998,67.05,3.0,23.95,3.45,1.0,20.0,4.0,2,20,2,156,1814,289,1,102,3,4,6,4,0,3545,1515,2360,177
11323,1462,103.25,4.0,18.55,8.55,1.0,26.0,4.0,3,20,7,178,1615,305,1,119,3,4,6,4,1,4300,1785,2600,375
90487,998,65.71,3.0,26.0,3.65,2.0,21.0,4.0,2,20,2,160,2041,296,1,78,3,1,6,4,0,3695,1655,2435,313
55405,998,67.1,3.0,19.0,2.2,1.0,15.0,4.0,2,20,2,188,1268,289,1,46,3,4,6,4,1,3600,1475,2360,267
15000,1995,187.4,4.0,19.62,60.75,2.0,27.0,4.0,3,1,8,16,670,133,1,119,3,1,8,1,0,4819,1827,2961,461
31450,1493,100.0,3.0,18.49,8.9,1.0,22.0,4.0,2,17,7,142,1695,492,1,98,5,4,8,1,1,3995,1835,2680,384
90000,1968,174.33,4.0,15.73,13.5,2.0,18.0,4.0,3,0,7,7,692,381,1,119,3,4,4,1,0,4385,2019,2603,460
36000,1991,181.04,4.0,14.74,12.2,2.0,17.0,3.0,3,21,8,197,886,268,1,119,3,4,8,4,0,4686,2020,2840,480
40000,1968,174.33,4.0,15.73,24.0,2.0,22.0,3.0,3,0,7,7,693,385,1,102,3,4,4,1,0,4388,2019,2603,460
95000,1997,153.86,4.0,13.7,16.5,2.0,22.0,4.0,3,8,7,62,521,476,1,98,3,4,6,4,0,4545,1820,2620,589
107280,1197,80.0,4.0,18.5,2.75,0.0,15.0,3.0,3,9,2,90,1333,278,1,8,3,4,6,4,1,3940,1710,2525,267
45700,1461,108.5,4.0,20.45,10.5,1.0,24.0,4.0,3,24,7,224,1953,72,1,9,3,4,6,1,1,4384,1813,2673,400
74686,1248,75.0,4.0,20.3,2.95,1.0,18.0,4.0,3,5,2,45,187,333,1,98,3,4,6,1,1,3987,1687,2510,280
119004,998,65.71,3.0,25.24,4.61,2.0,23.0,4.0,2,20,2,160,1806,296,1,98,3,1,6,4,1,3695,1655,2435,313
117079,1396,88.76,4.0,23.7,7.19,2.0,24.0,4.0,3,9,7,85,1502,278,1,78,3,4,6,1,1,3995,1770,2500,350
35000,1199,88.7,4.0,18.7,5.5,2.0,22.0,4.0,3,8,2,66,143,476,1,50,3,4,6,4,1,3955,1694,2530,354
76730,1086,62.1,3.0,17.92,2.87,2.0,17.0,4.0,2,9,2,82,1138,344,1,98,3,4,6,4,1,3565,1525,2380,267
21123,998,118.35,3.0,18.0,10.35,1.0,27.0,4.0,2,9,7,85,1587,314,1,119,3,1,6,4,1,3995,1770,2500,350
98000,1798,138.03,4.0,14.28,8.75,2.0,19.0,4.0,3,30,8,281,1773,163,1,119,3,4,6,4,0,4620,1776,2700,470
69684,1199,84.0,3.0,23.84,4.45,1.0,23.0,4.0,2,29,2,273,125,355,1,98,3,4,6,4,1,3746,1647,2400,242
16600,1330,153.866,4.0,16.42,11.9,1.0,25.0,4.0,3,27,7,236,1475,63,1,119,3,4,6,4,0,4360,1822,2673,475
90403,1598,103.2,4.0,16.09,5.4,1.0,21.0,3.0,3,31,8,305,377,332,1,102,3,4,6,4,1,4390,1699,2553,494
81009,1498,88.0,4.0,20.14,5.84,2.0,21.0,2.0,3,31,2,300,328,381,1,119,3,4,6,1,1,3971,1682,2469,280
16500,1498,147.51,4.0,17.88,17.7,2.0,26.0,4.0,3,31,7,302,335,97,1,121,3,1,6,4,1,4221,1760,2651,385
84741,1047,69.0,3.0,27.28,4.3,1.0,22.0,3.0,2,29,2,273,54,351,1,98,3,4,6,1,1,3746,1647,2400,242
51122,2179,120.0,4.0,18.49,9.9,1.0,23.0,4.0,3,17,7,143,1377,493,1,102,7,4,8,1,1,4400,1835,2680,696
60000,2143,204.0,4.0,13.0,26.5,2.0,21.0,3.0,3,21,8,200,1067,276,1,102,3,4,8,1,0,4879,2071,2874,540
96094,1399,68.05,4.0,20.0,1.2,1.0,15.0,1.0,3,6,2,54,1042,245,1,51,3,4,6,1,1,3795,1680,2489,284
42891,1197,81.8,4.0,22.0,6.2,1.0,23.0,4.0,3,20,2,179,790,449,1,9,3,4,6,4,0,3840,1735,2450,268
59100,1461,83.8,4.0,19.87,8.9,1.0,23.0,4.0,3,27,7,236,773,465,1,77,3,4,6,1,1,4315,1822,2673,475
55913,1198,108.5,3.0,17.0,8.01,0.0,23.0,4.0,2,29,7,265,135,354,1,119,3,4,6,4,0,3994,1811,2498,350
65000,1968,141.0,4.0,16.65,20.5,2.0,22.0,4.0,3,31,7,303,508,204,1,50,3,1,4,1,0,4486,1839,2677,615
60000,1995,188.0,4.0,21.76,35.75,2.0,24.0,4.0,3,1,8,15,1633,409,1,119,3,4,8,1,0,4824,1828,2920,520
120000,998,67.04,3.0,23.1,4.0,1.0,20.0,2.0,2,20,2,160,1806,293,0,119,3,4,6,4,1,3715,1635,2425,235
32706,1497,121.31,3.0,17.0,8.11,2.0,23.0,3.0,2,6,7,50,288,396,0,119,3,4,6,4,1,3998,1765,2519,352
11949,1199,84.0,3.0,23.84,5.85,2.0,23.0,4.0,2,29,2,273,129,355,0,98,3,4,6,4,1,3746,1647,2400,242
17794,1197,81.86,4.0,19.1,4.62,2.0,19.0,4.0,3,9,8,87,101,320,0,78,3,4,6,4,1,3995,1660,2425,407
60000,1248,88.5,4.0,23.65,7.9,1.0,20.0,4.0,3,20,7,178,987,218,0,50,3,4,6,1,1,4300,1785,2600,353
20000,1956,170.0,4.0,17.1,19.0,1.0,25.0,4.0,3,12,7,101,485,124,0,78,3,4,2,1,1,4395,1818,2636,408
37772,1198,67.0,3.0,20.63,3.45,2.0,22.0,4.0,2,4,2,37,1684,344,0,50,3,4,6,4,1,3785,1635,2450,265
30000,998,118.35,3.0,18.15,12.0,1.0,26.0,4.0,2,9,7,85,1581,278,0,78,3,4,6,4,0,3995,1770,2500,350
37000,1462,103.25,4.0,20.28,9.6,2.0,23.0,4.0,3,20,8,163,834,479,0,60,3,4,6,4,0,4490,1730,2650,510
11949,1199,84.0,3.0,23.84,5.85,2.0,22.0,4.0,2,29,2,273,133,355,0,98,3,4,6,4,1,3746,1647,2400,242
50000,1197,83.1,4.0,21.4,6.9,1.0,23.0,4.0,3,20,2,157,85,455,0,98,3,4,6,4,1,3995,1745,2520,339
24887,1197,81.86,4.0,18.9,6.82,1.0,24.0,4.0,3,9,2,77,107,320,0,77,3,4,6,4,0,3765,1660,2425,256
23000,1199,88.7,4.0,18.2,8.25,2.0,23.0,4.0,3,8,2,66,1794,476,0,50,3,4,6,4,0,3955,1694,2530,354
48928,1199,83.83,3.0,23.84,5.95,2.0,23.0,4.0,2,29,2,273,134,355,0,98,3,4,6,4,0,3746,1647,2400,242
108862,2179,140.0,4.0,15.1,6.9,2.0,19.0,2.0,3,17,7,147,1876,498,0,102,5,4,6,1,1,4585,1890,2700,418
80000,1956,170.0,4.0,17.1,13.5,1.0,23.0,4.0,3,12,7,101,473,124,0,78,3,4,2,1,1,4395,1818,2636,408
16000,1950,187.74,4.0,17.0,55.95,2.0,27.0,4.0,3,21,7,204,625,278,0,9,3,4,4,1,0,4436,2020,2729,418
65376,1396,88.76,4.0,21.27,5.21,2.0,19.0,3.0,3,9,2,90,852,418,0,9,3,4,6,1,1,3995,1710,2525,267
10000,1199,118.35,3.0,17.33,10.05,1.0,27.0,4.0,2,29,7,265,1926,60,0,78,3,1,6,4,1,3993,1811,2498,350
67000,1497,117.3,4.0,17.8,7.75,2.0,21.0,3.0,3,8,8,63,2099,469,0,14,3,4,6,4,1,4440,1695,2600,510
100000,1995,177.0,4.0,18.48,22.0,1.0,16.0,2.0,3,1,8,17,752,278,0,119,3,4,6,1,0,4841,1846,2888,520
18083,1197,88.5,4.0,22.38,5.82,2.0,21.0,4.0,3,20,2,179,1806,287,0,102,3,1,6,4,1,3845,1735,2450,268
30000,1498,104.55,4.0,16.42,10.9,1.0,25.0,4.0,3,27,7,236,1453,94,0,78,3,4,6,4,1,4360,1822,2673,475
57634,1199,84.0,3.0,23.84,4.57,2.0,21.0,3.0,2,29,2,273,129,355,0,102,3,4,6,4,1,3746,1647,2400,242
50000,4663,453.26,8.0,7.81,49.0,1.0,21.0,3.0,7,21,8,211,1491,435,0,78,3,4,8,4,0,5246,2130,3165,530
110000,1497,117.3,4.0,17.4,5.5,1.0,20.0,4.0,3,8,8,63,2099,469,0,78,3,4,6,4,1,4440,1695,2600,510
23447,1086,68.0,4.0,20.3,5.7,2.0,23.0,4.0,3,9,2,81,1646,30,0,121,3,4,6,4,0,3610,1645,2400,235
30000,1086,62.1,3.0,13.45,2.2,1.0,14.0,3.0,2,9,2,82,1144,192,0,78,3,4,6,3,1,3565,1525,2380,267
33000,1991,194.4,4.0,15.0,41.45,2.0,22.0,4.0,3,21,8,200,1106,280,0,119,3,1,8,4,0,5063,1860,3079,540
87667,2179,140.0,4.0,15.1,8.61,1.0,19.0,3.0,3,17,7,147,1876,498,0,8,5,4,6,1,1,4585,1890,2700,418
40000,1968,174.33,4.0,17.11,17.85,1.0,21.0,3.0,3,0,8,3,689,381,0,78,3,4,6,1,0,4701,2040,2808,480
79012,2179,140.0,4.0,15.1,8.03,2.0,19.0,3.0,3,17,7,147,1887,498,0,102,5,4,6,1,1,4585,1890,2700,418
31344,1956,167.67,4.0,17.1,25.65,2.0,26.0,4.0,3,12,7,101,1361,130,0,8,3,4,2,1,1,4405,1818,2636,418
50000,1197,81.86,4.0,20.14,6.74,1.0,23.0,4.0,3,9,8,87,166,52,0,78,3,4,6,4,1,3995,1660,2425,407
12434,998,67.04,3.0,20.51,3.49,2.0,20.0,4.0,2,20,2,184,1823,295,0,14,3,4,6,4,1,3599,1495,2400,180
60000,1462,103.0,4.0,19.34,10.5,1.0,24.0,3.0,3,20,4,165,2068,300,0,78,5,4,0,4,1,4395,1735,2740,209
12000,1950,194.0,4.0,12.6,44.25,2.0,24.0,4.0,3,21,8,197,1430,278,0,119,3,4,8,1,0,4686,2020,2840,480
40987,998,67.04,3.0,20.51,4.06,2.0,20.0,3.0,2,20,2,184,1823,295,0,119,3,4,6,4,1,3599,1495,2400,180
18157,1998,248.08,4.0,15.56,49.65,3.0,25.0,4.0,3,1,8,17,759,414,0,9,3,4,8,4,0,4936,2126,2975,520
120000,2982,171.0,4.0,11.5,11.0,1.0,16.0,2.0,3,30,7,285,640,178,0,78,5,4,1,1,1,4695,1840,2750,418
40000,1461,108.5,4.0,19.87,11.0,1.0,25.0,3.0,3,27,7,236,1467,278,0,78,3,4,6,1,0,4360,1822,2673,475
89667,1197,81.83,4.0,18.6,5.94,2.0,21.0,4.0,3,9,2,90,1643,320,0,119,3,4,6,4,1,3985,1734,2570,295
120000,1396,88.73,4.0,22.54,7.1,1.0,22.0,4.0,3,9,2,90,863,418,0,78,3,4,6,1,1,3985,1734,2570,295
56997,1197,83.1,4.0,21.4,6.92,3.0,22.0,4.0,3,20,2,157,175,455,0,9,3,4,6,4,1,3995,1745,2520,339
120000,1797,147.5,4.0,16.3,6.5,1.0,18.0,4.0,3,9,8,75,1548,242,0,78,3,4,6,4,1,4530,1775,2700,420
59000,1968,187.74,4.0,18.53,20.9,1.0,20.0,4.0,3,0,8,4,688,267,0,119,3,4,6,1,0,4933,1874,2912,530
18835,796,47.33,3.0,22.05,4.11,3.0,26.0,4.0,2,20,2,155,1845,251,0,102,3,4,6,4,1,3445,1515,2360,267
120000,2179,120.0,4.0,12.05,6.5,1.0,15.0,3.0,3,17,7,138,1537,496,0,50,5,4,0,1,1,4430,1817,2680,418
40000,1998,189.08,4.0,17.33,36.75,2.0,21.0,4.0,3,22,2,213,950,344,0,119,2,1,0,4,0,3850,1727,2495,211
60932,1199,83.83,3.0,23.84,6.1,2.0,24.0,4.0,2,29,2,273,1963,355,0,98,3,4,6,4,1,3746,1647,2400,242
33539,1353,138.08,4.0,16.5,16.75,2.0,25.0,3.0,3,13,7,107,1163,371,0,119,3,1,6,4,0,4315,1800,2610,433
66837,1199,84.0,3.0,23.84,5.3,2.0,23.0,3.0,2,29,2,273,133,355,0,14,3,4,6,4,1,3746,1647,2400,242
400,2925,281.61,6.0,18.89,79.9,1.0,27.0,4.0,5,21,8,200,784,165,0,119,3,1,6,1,0,5075,2065,3079,461
60000,796,46.3,3.0,19.7,2.5,1.0,13.0,3.0,2,20,2,154,1290,278,0,78,3,4,6,4,1,3495,1475,2360,267
44285,1197,81.86,4.0,18.6,7.15,1.0,24.0,4.0,3,9,2,90,1353,320,0,50,3,4,6,4,1,3985,1734,2570,285
100000,2987,254.8,6.0,11.3,35.0,1.0,19.0,3.0,5,21,7,203,703,431,0,78,5,4,4,1,0,5120,2141,3075,680
25000,1956,167.67,4.0,14.08,22.5,2.0,26.0,4.0,3,29,7,264,1995,321,0,119,4,4,6,1,0,4661,1894,2741,73
36735,1197,81.86,4.0,18.9,6.25,2.0,23.0,4.0,3,9,2,77,92,320,0,9,3,4,6,4,1,3765,1660,2425,256
79000,2967,241.4,6.0,12.07,26.95,2.0,20.0,4.0,5,0,7,10,693,431,0,119,5,4,4,1,0,5089,2177,3002,330
120000,2179,120.0,4.0,12.05,6.5,1.0,15.0,3.0,3,17,7,138,1539,496,0,50,6,4,6,1,1,4430,1817,2680,418
10000,999,67.0,3.0,22.0,5.5,1.0,27.0,4.0,2,27,2,238,24,344,0,78,3,1,6,4,0,3731,1579,2422,279
53645,1497,108.5,4.0,21.5,8.25,2.0,23.0,4.0,3,29,7,265,297,352,0,119,3,4,6,1,1,3994,1811,2498,350
100000,1341,83.0,4.0,15.3,2.2,1.0,11.0,3.0,3,9,2,76,1140,278,0,78,3,4,6,4,1,3810,1665,2455,267
53982,998,65.71,3.0,26.68,4.28,2.0,19.0,4.0,2,20,2,160,1814,296,0,78,3,1,6,4,0,3695,1655,2435,313
110000,1498,103.52,4.0,21.14,6.95,1.0,19.0,4.0,3,28,8,249,324,236,0,8,3,4,6,1,1,4386,1699,2552,460
37741,1496,120.69,3.0,15.9,9.3,1.0,24.0,3.0,2,6,7,50,286,396,0,119,3,1,6,4,1,3998,1765,2519,352
17367,796,47.33,3.0,22.05,4.55,2.0,26.0,4.0,2,20,2,155,1845,251,0,102,3,4,6,4,1,3445,1515,2360,267
94000,1582,126.2,4.0,19.67,11.95,2.0,22.0,4.0,3,9,7,73,376,421,0,50,3,4,6,1,1,4270,1780,2590,400
33700,1956,167.67,4.0,14.6,21.75,2.0,26.0,4.0,3,29,7,256,1998,321,0,50,3,4,6,1,0,4598,1894,2741,425
54601,1197,88.5,4.0,22.38,4.42,2.0,19.0,2.0,3,20,2,179,1806,287,0,119,3,1,6,4,1,3845,1735,2450,268
110000,1248,74.0,4.0,28.4,6.9,1.0,23.0,4.0,3,20,2,179,1764,217,0,78,3,4,6,1,1,3840,1735,2450,268
64000,998,67.04,3.0,23.1,5.0,1.0,22.0,3.0,2,20,2,160,2055,293,0,98,3,4,6,4,1,3715,1635,2425,235
40525,1995,188.0,4.0,21.76,33.95,2.0,21.0,4.0,3,1,8,15,1299,409,0,119,3,4,8,1,0,4824,1828,2920,520
100000,1248,88.5,4.0,26.21,6.5,1.0,20.0,4.0,3,20,8,163,1770,213,0,119,3,4,6,1,1,4490,1730,2650,510
44154,1199,88.7,4.0,19.0,5.37,2.0,21.0,3.0,3,8,2,66,160,476,0,119,3,4,6,4,0,3955,1694,2530,354
70000,1461,108.5,4.0,19.98,7.5,1.0,21.0,4.0,3,27,4,240,462,461,0,119,5,4,6,1,1,4498,1751,2810,207
79000,1798,178.0,4.0,15.1,17.9,2.0,23.0,4.0,3,28,8,248,437,106,0,119,3,4,6,4,0,4670,1814,2688,590
68039,1199,84.0,3.0,23.84,4.68,1.0,22.0,3.0,2,29,2,273,127,355,0,77,3,4,6,4,1,3746,1647,2400,242
60000,1197,85.8,4.0,18.5,4.2,1.0,19.0,3.0,3,20,2,175,1847,289,0,102,3,4,6,4,1,3775,1680,2360,236
60000,1197,85.8,4.0,18.5,4.2,1.0,19.0,3.0,3,20,2,175,1847,289,0,102,3,4,6,4,1,3775,1680,2360,236
10000,998,118.36,3.0,20.0,9.2,1.0,26.0,4.0,2,9,2,90,871,20,0,78,3,1,6,4,1,3995,1775,2580,311
49873,1497,116.3,4.0,16.8,5.33,1.0,18.0,4.0,3,8,8,63,1754,365,0,121,3,4,6,4,1,4440,1695,2550,506
90000,1197,103.6,4.0,17.2,8.5,1.0,18.0,2.0,3,31,2,300,1156,395,0,78,3,4,6,4,0,3970,1682,2456,267
48960,1498,108.6,4.0,21.13,7.51,1.0,22.0,3.0,3,28,8,249,322,236,0,102,3,4,6,1,1,4413,1699,2552,460
70000,1120,70.0,3.0,24.0,3.88,1.0,19.0,3.0,2,9,2,77,928,422,0,78,3,4,6,1,1,3765,1660,2425,256
68000,1197,82.85,4.0,18.5,4.9,2.0,18.0,3.0,3,9,2,90,1643,320,0,102,3,4,6,4,1,3995,1710,2525,267
23017,1198,77.0,3.0,25.32,4.94,1.0,21.0,4.0,2,17,7,133,2121,485,0,77,4,4,6,1,1,3675,1715,2385,243
83000,1396,88.76,4.0,21.27,5.25,2.0,18.0,3.0,3,9,2,90,852,418,0,14,3,4,6,1,1,3995,1710,2525,267
92000,1995,187.74,4.0,16.55,28.9,2.0,21.0,3.0,3,1,7,21,2154,140,0,119,3,1,1,1,0,4708,2138,2864,418
62139,998,67.04,3.0,20.51,5.5,2.0,23.0,4.0,2,20,2,184,1846,295,0,98,3,4,6,4,1,3636,1475,2400,180
74000,1086,68.05,4.0,19.2,3.65,2.0,18.0,4.0,3,9,2,89,1348,265,0,50,3,4,6,3,1,3585,1595,2380,225
26500,999,67.0,3.0,24.04,4.2,2.0,21.0,3.0,2,27,2,238,2,344,0,98,3,4,6,4,0,3679,1579,2422,300
81716,1969,190.0,4.0,27.03,18.95,2.0,22.0,4.0,3,32,8,308,970,398,0,102,3,4,6,1,0,4635,2097,2776,380
24000,2987,254.8,6.0,17.0,59.9,2.0,23.0,3.0,5,21,8,200,1051,438,0,119,3,1,8,1,0,5063,1860,3079,540
10000,1197,108.6,3.0,17.0,10.5,1.0,27.0,4.0,2,17,7,146,1877,57,0,119,3,4,6,4,0,3995,1821,2600,259
18000,1451,141.0,4.0,16.56,20.75,2.0,26.0,4.0,3,16,7,123,1605,101,0,8,4,4,6,4,0,4720,1835,2750,155
38197,1198,86.8,4.0,19.4,3.94,1.0,18.0,4.0,3,8,2,61,1504,475,0,78,3,4,6,4,1,3610,1680,2345,175
23000,1197,81.8,4.0,19.56,7.25,2.0,22.0,3.0,3,20,2,157,2077,59,0,50,3,1,6,4,0,3995,1745,2520,339
50000,998,67.1,3.0,20.92,2.4,1.0,18.0,4.0,2,20,2,156,1268,289,0,98,3,4,6,4,1,3620,1475,2360,267
10000,999,71.01,3.0,19.03,8.35,1.0,27.0,4.0,2,27,7,239,1469,27,0,78,3,1,6,4,0,3991,1750,2500,405
19000,1197,81.86,4.0,18.9,6.95,1.0,24.0,4.0,3,9,2,77,92,320,0,9,3,4,6,4,1,3765,1660,2425,256
14000,1353,138.08,4.0,16.5,17.25,2.0,25.0,4.0,3,13,7,107,1163,371,0,119,3,1,6,4,0,4315,1800,2610,433
29268,814,55.2,3.0,21.1,3.3,2.0,19.0,4.0,2,9,2,74,1352,344,0,119,3,4,6,4,1,3495,1550,2380,215
20000,1197,103.2,4.0,18.19,9.9,1.0,24.0,4.0,3,31,8,305,155,393,0,78,3,4,6,4,0,4390,1699,2553,494
30000,1496,105.5,4.0,17.1,7.5,1.0,23.0,4.0,3,30,8,295,1125,70,0,78,3,4,6,4,1,4425,1730,2550,476
64374,1199,88.7,4.0,19.0,7.55,0.0,23.0,4.0,3,8,2,66,160,476,0,50,3,4,6,4,0,3955,1694,2530,354
30000,1956,167.68,4.0,17.41,17.5,1.0,26.0,4.0,3,16,7,122,1610,278,0,78,3,4,6,1,1,4655,1835,2750,587
7100,1999,156.9,4.0,14.2,20.83,2.0,27.0,4.0,3,9,7,71,1619,121,0,119,4,4,6,4,0,4500,1790,2760,418
43679,1086,68.05,4.0,19.81,2.71,2.0,15.0,4.0,3,9,2,89,1098,265,0,102,3,4,6,4,1,3585,1595,2380,267
40000,1591,121.3,4.0,14.8,12.8,1.0,23.0,4.0,3,9,7,73,399,450,0,78,3,4,6,4,0,4270,1780,2590,400
40562,1396,88.76,4.0,22.54,4.36,1.0,17.0,4.0,3,9,2,90,1099,424,0,98,3,4,6,1,1,3995,1710,2525,267
26500,1397,138.12,4.0,17.0,16.75,2.0,26.0,3.0,3,9,7,73,1574,64,0,119,3,4,6,4,0,4300,1790,2610,418
20000,998,118.35,3.0,18.15,12.5,1.0,24.0,4.0,2,9,7,85,1581,278,0,78,3,4,6,4,0,3995,1770,2500,350
58600,2179,140.0,4.0,16.0,13.5,1.0,21.0,4.0,3,17,7,147,815,498,0,102,5,4,6,1,0,4585,1890,2700,720
20000,998,118.35,3.0,18.15,12.5,1.0,24.0,4.0,2,9,7,85,1581,278,0,78,3,4,6,4,0,3995,1770,2500,350
42050,1498,147.94,4.0,18.4,22.25,2.0,25.0,4.0,3,31,7,301,1704,76,0,119,3,4,6,4,0,4234,1819,2590,445
65017,998,67.04,3.0,23.1,4.75,1.0,20.0,4.0,2,20,2,160,1818,293,0,119,3,4,6,4,0,3715,1635,2425,235
80000,1995,170.0,4.0,13.2,6.0,1.0,13.0,3.0,3,1,8,14,671,278,0,78,3,4,6,1,0,4531,1817,2760,460
30000,1368,160.77,4.0,14.1,24.5,1.0,26.0,4.0,3,12,7,101,1360,67,0,78,3,4,2,4,0,4405,1818,2636,418
20000,1353,138.08,4.0,16.5,16.25,1.0,25.0,4.0,3,13,7,107,1163,371,0,78,3,1,6,4,0,4315,1800,2610,433
36349,1968,138.1,4.0,17.2,16.5,0.0,19.0,4.0,3,28,8,251,1089,400,0,119,3,4,6,1,0,4838,1817,2761,565
80000,1197,78.9,4.0,20.36,2.49,1.0,14.0,2.0,3,9,2,89,1643,228,0,78,3,4,6,4,1,3585,1595,2380,267
83394,1598,102.57,4.0,13.24,6.3,0.0,19.0,3.0,3,27,7,236,1398,309,0,98,3,4,6,4,1,4315,1822,2673,475
30000,1968,174.3,4.0,14.16,25.99,1.0,21.0,3.0,3,0,7,9,657,387,0,78,3,4,4,1,0,4629,2089,2807,540
80000,1197,78.9,4.0,20.36,2.49,1.0,14.0,2.0,3,9,2,89,1643,228,0,78,3,4,6,4,1,3585,1595,2380,267
52204,998,65.71,3.0,24.39,3.85,1.0,22.0,4.0,2,20,2,156,1806,296,0,102,3,4,6,4,1,3530,1490,2380,214
